outage,earliest,latest,possible_duration_hours,probably_ended,min_estCustAffected,max_estCustAffected,region,latitude,longitude
629455,1569913215,1569965440,14.51,1,1,1,Fortuna,40.55785,-124.14553
629544,1569913215,1569928219,4.17,1,31,31,San Jose,37.25649,-121.94472
629993,1569913215,1569943255,8.34,1,1,1,Santa Rosa,38.50277,-122.71038
630055,1569913215,1570062022,41.34,1,1,1,Rio Vista,38.12243,-121.83043
630855,1569913215,1569938467,7.01,1,4,4,Oakland,37.73454,-122.13937
631014,1569913215,1570125030,58.84,1,1,1,Olivehurst,39.0775,-121.52568
631074,1569913215,1569913838,0.17,1,1,1,San Jose,37.29857,-121.97725
631133,1569913215,1569939629,7.34,1,1,1,Rio Vista,38.17765,-121.71222
631174,1569913215,1569913838,0.17,1,30,30,Oakland,37.84695,-122.21344
631354,1569913215,1569934854,6.01,1,1,1,San Luis Obispo,35.30441,-120.77233
631639,1569913215,1569926413,3.67,1,7,7,Bakersfield,35.35389,-118.95864
631794,1569913215,1569918012,1.33,1,1,1,Riverdale,36.37987,-119.92783
632115,1569913215,1569915019,0.5,1,1,1,San Mateo,37.56994,-122.31673
632117,1569913215,1569917417,1.17,1,8,8,Cambria,35.54847,-121.08542
632153,1569913215,1569928810,4.33,1,1,1,Walnut Creek,37.89203,-122.03894
632414,1569913215,1569926413,3.67,1,1,1,Napa,38.31483,-122.33438999999998
632474,1569913215,1569918012,1.33,1,1,1,Lemoore,36.29815,-119.76184
632633,1569913215,1569957023,12.17,1,1,1,Clarksburg,38.37341,-121.54748
632634,1569913215,1569929414,4.5,1,1,1,Red Bluff,40.18335,-122.2206
633157,1569913215,1569922217,2.5,1,3,3,Salinas,36.61393,-121.56663
633233,1569913215,1569916231,0.84,1,1,1,San Jose,37.3361,-121.9288
633373,1569913215,1569954621,11.5,1,1,1,Clarksburg,38.36723,-121.54198
633394,1569913215,1569937820,6.83,1,1,1,Soledad,36.45004,-121.35438
633410,1569913215,1569913838,0.17,1,6,6,Moraga,37.83977,-122.12694
633433,1569913215,1569960023,13.0,1,1,1,Woodland,38.65738,-121.77805
633435,1569913215,1569924030,3.0,1,13,13,Firebaugh,36.81337,-120.25931
633444,1569913215,1569925218,3.33,1,5,5,Felton,37.04293,-122.09002
633451,1569913215,1569920421,2.0,1,33,33,Livermore,37.66234,-121.69662
633458,1569913215,1569922813,2.67,1,5,5,Eureka,40.78042,-124.18235
633460,1569913215,1569919223,1.67,1,1,1,Placerville,38.69685,-120.77764
633461,1569913215,1569915624,0.67,1,1,1,Pismo Beach,35.15723,-120.672
633463,1569913215,1569937220,6.67,1,296,296,San Francisco,37.75335,-122.42778
633467,1569913215,1569937820,6.83,1,48,48,San Francisco,37.76364,-122.38797
633470,1569913215,1569937220,6.67,1,97,97,San Francisco,37.75354,-122.42749
633477,1569913215,1569937220,6.67,1,100,100,San Francisco,37.75326,-122.42691
633478,1569913215,1569928219,4.17,1,1,1,Merced,37.25687,-120.43449
633479,1569913215,1569937820,6.83,1,45,45,San Francisco,37.75334,-122.42578
633480,1569913215,1569931217,5.0,1,1,1,San Leandro,37.70999000000001,-122.17583
633481,1569913215,1569949236,10.01,1,4,4,Castro Valley,37.69717,-122.08699
633483,1569913215,1569936025,6.34,1,17,17,San Carlos,37.50476,-122.25824
633484,1569913215,1569937220,6.67,1,1,20,San Francisco,37.75475,-122.42896
633485,1569913215,1569929414,4.5,1,6,6,Valley Springs,38.1891,-120.82691
633488,1569913215,1569987020,20.5,1,27,27,Kettleman City,35.99202000000001,-119.57146000000002
633492,1569913215,1569915019,0.5,1,0,274,Auberry,37.09211,-119.55301
633503,1569913838,1569915624,0.5,1,1,1,Fresno,36.76072,-119.7904
633504,1569914414,1569919223,1.34,1,1,5,Merced,37.25754000000001,-120.43418
633505,1569914414,1569948031,9.34,1,1,1,Pleasanton,37.66473,-121.92102
633506,1569915624,1569916231,0.17,1,1,1,Martinez,37.95652000000001,-122.11536
633507,1569915624,1569916231,0.17,1,1,1,Martinez,37.95491,-122.11647
633508,1569916815,1569922813,1.67,1,1,5,Tracy,37.77151,-121.42335
633509,1569917417,1569917417,0.0,1,11,11,Martinez,37.95498,-122.11657
633510,1569917417,1569917417,0.0,1,21,21,Martinez,37.95855,-122.11232
633512,1569925218,1569928810,1.0,1,1,1,Fresno,36.81268,-119.76425
633513,1569925819,1569926413,0.17,1,504,504,Moskowite Corner,38.44526,-122.19656
633514,1569927022,1569929414,0.66,1,6,8,San Francisco,37.78796,-122.38817
633516,1569928219,1569968422,11.17,1,41,969,Atascadero,35.52131,-120.71256
633518,1569928810,1569931817,0.84,1,1,1,Chico,39.73895,-121.85833
633519,1569929414,1569929414,0.0,1,1,1,Antioch,37.99355,-121.84289
633524,1569930017,1569978019,13.33,1,94,94,Campbell,37.29072,-121.95834
633526,1569930017,1569932416,0.67,1,1,3,Campbell,37.29066,-121.95854
633528,1569930017,1569933610,1.0,1,1,2615,Campbell,37.29,-121.93561
633529,1569931217,1569935427,1.17,1,1,1,San Jose,37.33543,-121.84029
633530,1569931817,1569940220,2.33,1,1,1,Friant,37.10504,-119.59208999999998
633531,1569932416,1569932416,0.0,1,1,1,Oakland,37.77165,-122.1718
633532,1569933016,1569944417,3.17,1,1,1,Oakland,37.79305,-122.18292
633534,1569933610,1569935427,0.5,1,11,11,San Jose,37.29078,-121.97536
633535,1569933610,1569937820,1.17,1,1,1,Dixon,38.4844,-121.78781
633537,1569934216,1569934216,0.0,1,1,1,Campbell,37.29243,-121.96658
633538,1569934216,1569950417,4.5,1,1,1,Concord,37.95276,-121.95995
633540,1569934854,1569963629,7.99,1,19,19,Paso Robles,35.58976,-120.83334
633541,1569934854,1569942021,1.99,1,36,36,Berkeley,37.86079,-122.29415
633542,1569935427,1569985819,14.0,1,11,14,Watsonville,36.98981,-121.73539
633543,1569935427,1569939629,1.17,1,1,1,San Francisco,37.75363,-122.50554
633544,1569935427,1569936639,0.34,1,1,1,San Jose,37.36572,-121.83425
633545,1569935427,1569963629,7.83,1,4,4,Paso Robles,35.64097,-120.84891
633546,1569936025,1569990616,15.16,1,9,20,Walnut Creek,37.87055,-122.03021
633547,1569936639,1569969014,8.99,1,4,4,Burney,41.17032,-121.68866
633548,1569937820,1569954621,4.67,1,1,1,Santa Maria,34.93489,-120.45556
633549,1569938467,1569978019,10.99,1,1,3,Campbell,37.29066,-121.95854
633550,1569937820,1569980417,11.83,1,1,1,Huron,36.13872,-120.12345
633551,1569937820,1569980417,11.83,1,1,1,Huron,36.13871,-120.12345
633552,1569937820,1569980417,11.83,1,1,1,Huron,36.13868,-120.12345
633554,1569938467,1569945023,1.82,1,54,54,Palo Cedro,40.54673,-122.23841000000002
633558,1569938467,1569943255,1.33,1,3,8,Clayton,37.92282,-121.91097
633559,1569938467,1569946235,2.16,1,1,1,San Bruno,37.61449,-122.40357
633560,1569939629,1569946235,1.83,1,1,1673,Cottonwood,40.38603,-122.26401
633561,1569940220,1569940220,0.0,1,1,1,Creston,35.49357,-120.52968
633563,1569940220,1569940220,0.0,1,4,4,Creston,35.46705,-120.55162
633568,1569940220,1569953462,3.68,1,1,1,Oakland,37.74225,-122.16565
633569,1569940220,1569940220,0.0,1,2,2,Creston,35.46595,-120.55312
633570,1569940220,1569940220,0.0,1,1,1,Creston,35.47852,-120.57438
633571,1569940220,1569951021,3.0,1,1,8,Clovis,36.81966,-119.70132
633572,1569940220,1570018234,21.67,1,1,1,San Francisco,37.72031,-122.38494
633573,1569940220,1569974427,9.5,1,28,28,Guinda,38.84408,-122.20342
633574,1569940220,1569944417,1.17,1,1,1,Woodland,38.72937,-121.782
633575,1569940220,1569961233,5.84,1,1,113,Creston,35.49544,-120.53068
633576,1569940220,1569940220,0.0,1,1,1,Templeton,35.48927,-120.56357
633577,1569940220,1569940220,0.0,1,1,1,Creston,35.4698,-120.56969
633580,1569940818,1569949236,2.34,1,1,1,Kerman,36.67409,-120.14191
633581,1569940818,1569967836,7.5,1,1,1,Atascadero,35.51321,-120.70711
633582,1569940818,1569969624,8.0,1,1,1,Woodland,38.72181,-121.83119
633583,1569941431,1569951616,2.83,1,2,2,Alta Sierra,39.11232,-121.06791
633584,1569941431,1569945622,1.16,1,1,1,San Francisco,37.77368,-122.49814
633585,1569941431,1569949829,2.33,1,1,1,Elkhorn,36.81547,-121.70108
633586,1569941431,1569964228,6.33,1,5,5,Rodeo,38.03178,-122.2639
633587,1569941431,1569946235,1.33,1,1,1,Orland,39.73326,-122.12754
633588,1569942021,1569959424,4.83,1,1,1,Larkfield-Wikiup,38.50659,-122.76356
633589,1569942021,1569949236,2.0,1,1,1,Bethel Island,38.04554,-121.63728
633590,1569942021,1569969014,7.5,1,89,89,Santa Ynez,34.61365,-120.07835
633591,1569942620,1569943834,0.34,1,1,1,Shingletown,40.51612,-121.94749
633593,1569942620,1569951021,2.33,1,1,3,Nevada City,39.28162,-120.92362
633594,1569942620,1569952839,2.84,1,9,9,Walnut Creek,37.91533,-122.02156
633595,1569943255,1569945622,0.66,1,1,1,Point Arena,38.92692,-123.72513
633596,1569943255,1569945622,0.66,1,1,1,Martinez,37.99376,-122.13382
633597,1569943255,1569949829,1.83,1,1,30,Lakeport,38.95303,-122.89631
633598,1569943255,1569958225,4.16,1,1,1,Madera,36.92033,-119.96411
633599,1569943255,1569974427,8.66,1,8,67,Bakersfield,35.30304,-119.01307
633600,1569943255,1569952233,2.49,1,2,2,Lemoore,36.30899,-119.72845
633601,1569943255,1569957630,3.99,1,77,77,Stockton,37.91753,-121.26085
633602,1569943255,1569978019,9.66,1,116,116,Pismo Beach,35.15721,-120.66906000000002
633604,1569943255,1569949829,1.83,1,1,1,Cottonwood,40.31934,-122.33431000000002
633605,1569943255,1569950417,1.99,1,2,2,Diamond Springs,38.68814,-120.81158
633606,1569943255,1569955253,3.33,1,1,1,Kerman,36.81494,-120.08761
633608,1569943255,1569949236,1.66,1,1,1,Tollhouse,36.95979000000001,-119.38687
633609,1569943255,1569949829,1.83,1,1,1,San Jose,37.27466,-121.91877
633610,1569943255,1569949829,1.83,1,1,1,Union City,37.60368,-122.02977
633611,1569943255,1569943834,0.16,1,1,1,Shingletown,40.49137,-121.87263
633612,1569943255,1569949236,1.66,1,1,1,Napa,38.3758,-122.30724
633613,1569943255,1569967836,6.83,1,4,4,Bella Vista,40.68132,-122.18516
633614,1569943255,1569953462,2.84,1,4,4,Hanford,36.2548,-119.69212
633615,1569943255,1569949829,1.83,1,1,1,Highlands-Baywood Park,37.52943,-122.34497
633617,1569943255,1569953462,2.84,1,1,1,Tollhouse,36.96727,-119.38702
633618,1569943834,1569949236,1.5,1,1,1,San Francisco,37.80208,-122.40423
633619,1569943834,1569955842,3.34,1,3,3,Cloverdale,38.81335,-122.99918999999998
633620,1569943834,1569954055,2.84,1,1,1,San Francisco,37.7512,-122.4368
633621,1569943834,1569955842,3.34,1,12,12,Redding,40.49104000000001,-122.31006
633622,1569943834,1569944417,0.16,1,3,3,Shingletown,40.48525,-121.89554
633623,1569943834,1569944417,0.16,1,1,1,Cottonwood,40.38485,-122.2631
633624,1569943834,1569975023,8.66,1,9,9,Santa Maria,34.95908,-120.51911
633625,1569943834,1569952839,2.5,1,3,3,Tollhouse,36.96717,-119.37555
633626,1569943834,1569953462,2.67,1,12,12,Alta Sierra,39.1353,-121.04059
633627,1569943834,1569948031,1.17,1,105,105,Geyserville,38.69358,-122.83281
633628,1569943834,1569948634,1.33,1,1,1,Willows,39.51713,-122.23936
633629,1569943834,1569946235,0.67,1,1,1,Grover Beach,35.114259999999994,-120.61646
633630,1569943834,1569946235,0.67,1,1,1,Lakeport,38.95612,-122.89631
633634,1569943834,1569948031,1.17,1,1,1,Laton,36.43936,-119.63487
633635,1569944417,1569972627,7.84,1,42,42,San Francisco,37.74341,-122.46635
633636,1569944417,1569947434,0.84,1,1,1,Tollhouse,36.95897,-119.38115
633637,1569944417,1569954621,2.83,1,1,1,Squaw Valley,36.67996,-119.18248
633638,1569944417,1569946235,0.51,1,1,1,Shingletown,40.53641,-121.78374
633639,1569944417,1569946235,0.51,1,1,1,Atwater,37.34955,-120.60969
633640,1569944417,1569963019,5.17,1,2,2,Fowler,36.60836,-119.64649
633641,1569944417,1569965440,5.84,1,8,8,Atascadero,35.49512,-120.67227
633642,1569944417,1569953462,2.51,1,7,7,Red Bluff,40.08286,-122.39925
633643,1569944417,1569944417,0.0,1,1,1,Novato,38.11171,-122.59581
633646,1569944417,1569945023,0.17,1,1,1,Squaw Valley,36.6889,-119.19134
633647,1569944417,1569946235,0.51,1,1,1,Manchester,39.02868,-123.68952
633648,1569944417,1569951616,2.0,1,1,1,Centerville,36.72143,-119.53365
633649,1569944417,1569978625,9.5,1,1,4,Glen Ellen,38.40058,-122.51142
633650,1569944417,1569947434,0.84,1,1,1,Lincoln Village,37.99955,-121.34093
633652,1569945023,1569952839,2.17,1,4,4,Rough and Ready,39.22797,-121.16254
633654,1569945023,1569965440,5.67,1,5,5,Petaluma,38.28927,-122.64573
633655,1569945023,1569951021,1.67,1,44,44,Redding,40.48431,-122.32419
633656,1569945023,1569969624,6.83,1,1,1,San Pablo,37.97116,-122.34512
633657,1569945023,1569962421,4.83,1,45,45,Cambria,35.54397,-121.08472
633673,1569945023,1569951021,1.67,1,1,1,Sebastopol,38.34058,-122.75968
633693,1569945023,1569963629,5.17,1,5,5,Selma,36.5109,-119.70258
633713,1569945023,1569957630,3.5,1,3,3,Brentwood,37.96152,-121.7146
633733,1569945023,1569951021,1.67,1,1,1,Tracy,37.74977,-121.46473
633734,1569945023,1569949236,1.17,1,1,1,Salinas,36.64298,-121.56889
633735,1569945023,1569957630,3.5,1,69,69,Brentwood,37.94995,-121.7083
633753,1569945023,1569981616,10.16,1,43,43,Petaluma,38.21709,-122.63594
633773,1569945023,1569958839,3.84,1,1,1,San Mateo,37.56931,-122.30385
633774,1569945622,1570014031,19.0,1,1,1,Cameron Park,38.64604,-120.97578
633775,1569945622,1569954621,2.5,1,1,1,Fresno,36.77528,-119.8636
633776,1569945622,1569964228,5.17,1,20,20,Santa Cruz,36.97009,-122.05138
633777,1569945622,1569955253,2.68,1,10,10,Dixon,38.45195,-121.82699
633778,1569945622,1569963629,5.0,1,5,5,Redwood Valley,39.26432,-123.23024
633779,1569945622,1569951616,1.67,1,1,1,Salinas,36.67977,-121.65286
633780,1569945622,1569958839,3.67,1,33,33,Oakdale,37.77511,-120.82238
633783,1569946235,1569964818,5.16,1,1,1,Oakdale,37.72426,-120.72623
633784,1569946235,1569948031,0.5,1,11,11,Manila,40.84851,-124.16669
633785,1569946235,1569975632,8.17,1,34,34,Alta,39.21671,-120.79452
633786,1569946235,1569957023,3.0,1,1,1,Lockwood,35.93635,-121.1071
633787,1569946235,1569954055,2.17,1,2,2,Discovery Bay,37.83808,-121.60433
633788,1569946235,1569948031,0.5,1,1,1,West Sacramento,38.57836,-121.53946
633789,1569946235,1569964818,5.16,1,6,6,Anderson,40.49893,-122.37347
633790,1569946235,1569957023,3.0,1,22,22,Nevada City,39.23456,-121.1069
633791,1569946235,1569964818,5.16,1,3,3,Mountain Ranch,38.21274,-120.55908
633792,1569946235,1569951021,1.33,1,5,5,Coulterville,37.70582,-120.11491
633793,1569946235,1569954055,2.17,1,2,2,Grass Valley,39.07694,-121.10733
633794,1569946235,1569958225,3.33,1,3,3,Hanford,36.39417,-119.53801
633795,1569946235,1569949829,1.0,1,1,1,Valley Springs,38.26855,-120.76325
633796,1569946235,1569954055,2.17,1,6,6,Grass Valley,39.04242,-121.03184
633797,1569946235,1569988829,11.83,1,11,11,Ferndale,40.50248,-124.28154
633798,1569946235,1569957023,3.0,1,44,44,Santa Rosa,38.37566,-122.71296
633799,1569946235,1569966613,5.66,1,1,1,Calistoga,38.57662,-122.60338
633800,1569946235,1569954055,2.17,1,31,31,Bodega Bay,38.31537,-123.02276
633801,1569946235,1569975023,8.0,1,43,43,East Richmond Heights,37.95149,-122.32156
633802,1569946235,1569946828,0.16,1,15,15,Newcastle,38.85325,-121.15277
633803,1569946828,1569951021,1.16,1,1,1,Ferndale,40.5041,-124.27854
633804,1569946828,1569977421,8.5,1,5,5,Cottonwood,40.38922,-122.26397
633805,1569946828,1569977421,8.5,1,1,1,Cottonwood,40.38934,-122.264
633806,1569946828,1569946828,0.0,1,1,1,Cottonwood,40.38792,-122.27232
633807,1569946828,1569946828,0.0,1,1,1,Cottonwood,40.32361,-122.43414
633808,1569946828,1569947434,0.17,1,2,2,Shingletown,40.51465,-121.94384
633809,1569946828,1569949236,0.67,1,4,4,Santa Ynez,34.61353,-120.07835
633810,1569946828,1569949236,0.67,1,2,2,Valley Springs,38.21263,-120.75959
633812,1569946828,1569954621,2.16,1,10,10,Los Gatos,37.25054,-121.96414
633813,1569946828,1569958225,3.17,1,1,1,Valley Springs,38.16742,-120.84556
633814,1569946828,1569955253,2.34,1,3,3,Napa,38.37292,-122.25529
633815,1569946828,1569949829,0.83,1,1,1,Davis,38.54828,-121.6856
633816,1569946828,1569968422,6.0,1,12,12,Philo,39.00698,-123.41581
633817,1569946828,1569952839,1.67,1,1,1,Clovis,36.94275,-119.6729
633818,1569946828,1569950417,1.0,1,16,16,Stockton,37.93194,-121.26511
633819,1569946828,1569954621,2.16,1,20,20,Aptos,36.99591,-121.92331
633820,1569947434,1569958225,3.0,1,1,1,Orland,39.73326,-122.12754
633821,1569947434,1569967836,5.67,1,1,1,Sunnyvale,37.34017,-121.99712
633822,1569947434,1569971424,6.66,1,38,38,Cupertino,37.32107,-122.05454
633823,1569947434,1569954621,2.0,1,912,1843,MI Wuk Village,38.14012,-120.36972
633824,1569947434,1569951616,1.16,1,2,2,North Fork,37.22452,-119.50833
633825,1569947434,1569978019,8.5,1,23,23,Daly City,37.70608,-122.47673
633826,1569947434,1569953462,1.67,1,1,1,Castro Valley,37.70669,-122.10963
633827,1569947434,1569973815,7.33,1,4,4,Woodside,37.38808,-122.26323
633828,1569947434,1569958839,3.17,1,4,4,Nevada City,39.2778,-121.09047
633830,1569947434,1569966020,5.16,1,3,3,Petaluma,38.25147,-122.73223
633831,1569947434,1569954055,1.84,1,8,8,Lost Hills,35.67104000000001,-120.08167
633832,1569947434,1569958225,3.0,1,1,1,Los Altos Hills,37.37484,-122.15912
633833,1569947434,1569958839,3.17,1,1,1,Tracy,37.72061,-121.43092
633834,1569947434,1569951021,1.0,1,8,8,Chico,39.75983,-121.80998999999998
633835,1569948031,1569954621,1.83,1,22,22,Penn Valley,39.1815,-121.19624
633836,1569948031,1569963019,4.16,1,10,10,Stockton,37.9565,-121.31958
633837,1569948031,1569971424,6.5,1,79,79,San Jose,37.37026,-121.80912
633838,1569948031,1569948031,0.0,1,1,1,Squaw Valley,36.69365,-119.19369
633839,1569948031,1569975632,7.67,1,25,25,Orange Cove,36.61702,-119.27635
633840,1569948031,1569965440,4.84,1,1,1,Kensington,37.90914,-122.27613
633841,1569948031,1569951021,0.83,1,11,11,San Jose,37.25375,-121.91131
633842,1569948031,1569951021,0.83,1,1,1,Silverado Resort,38.35086,-122.25566
633843,1569948031,1569954621,1.83,1,1,1,Squaw Valley,36.68014,-119.18197
633844,1569948031,1569971424,6.5,1,12,12,East Foothills,37.37402,-121.8091
633845,1569948031,1569957630,2.67,1,1,1,Oakland,37.77269,-122.20575
633846,1569948031,1569966020,5.0,1,38,38,Napa,38.32939,-122.31871
633847,1569948031,1569960633,3.5,1,12,12,Eureka,40.77789,-124.17367
633848,1569948031,1569960023,3.33,1,89,89,Fresno,36.82208,-119.79917
633849,1569948031,1570020638,20.17,1,19,19,Fresno,36.82228,-119.80053
633850,1569948031,1569963629,4.33,1,1,1,Meadow Vista,39.0099,-121.02188999999998
633851,1569948031,1569966020,5.0,1,27,27,Napa,38.329,-122.31945
633852,1569948031,1569958225,2.83,1,1,1,Arnold,38.25644000000001,-120.32717
633853,1569948031,1569970224,6.16,1,58,58,Oakland,37.83484,-122.22104
633854,1569948031,1569971424,6.5,1,3,3,East Foothills,37.3744,-121.80994
633855,1569948031,1569955253,2.01,1,13,13,Colusa,39.19886,-122.00288
633856,1569948031,1569966020,5.0,1,17,17,Napa,38.32896,-122.32059
633858,1569948031,1569951021,0.83,1,1,1,Santa Rosa,38.48624,-122.66211
633859,1569948031,1569955253,2.01,1,1,1,Grass Valley,39.06314,-121.1382
633860,1569948634,1569956437,2.17,1,53,53,Oakland,37.79691,-122.25209
633861,1569948634,1569951021,0.66,1,1,1,Bakersfield,35.31480999999999,-119.06578
633862,1569948634,1570018234,19.33,1,12,12,Castro Valley,37.80511,-122.17103
633863,1569948634,1569955842,2.0,1,1,1,Bakersfield,35.38415,-118.95472
633864,1569948634,1569957023,2.33,1,1,1,Fremont,37.47235,-121.91717
633866,1569948634,1569983422,9.66,1,1,7,Twain Harte,38.01599,-120.225
633867,1569948634,1570019422,19.66,1,3,3,Orange Cove,36.61702,-119.27686
633869,1569948634,1570024847,21.17,1,1,1,Carlotta,40.51095,-124.01787
633870,1569948634,1569949236,0.17,1,3,3,Shingletown,40.48529,-121.89642
633872,1569948634,1569949829,0.33,1,60,60,Clovis,36.82065,-119.70347
633873,1569948634,1569950417,0.5,1,0,183,Menlo Park,37.42622,-122.19813
633875,1569948634,1569964228,4.33,1,258,258,Milpitas,37.45353,-121.90881
633876,1569948634,1569964228,4.33,1,13,13,Stockton,37.97488,-121.29575
633877,1569948634,1569964228,4.33,1,25,25,Milpitas,37.45332,-121.90887
633878,1569948634,1569952839,1.17,1,1,1,San Rafael,37.95391,-122.50744
633879,1569948634,1569949236,0.17,1,2,2,Shingletown,40.52844,-121.79491000000002
633880,1569948634,1569951616,0.83,1,105,105,Geyserville,38.69358,-122.83281
633881,1569948634,1569961233,3.5,1,1,1,Nicolaus,38.86636,-121.56474
633882,1569949236,1569967836,5.17,1,1,1,Woodland,38.69174,-121.75947
633883,1569949236,1569953462,1.17,1,9,9,Union City,37.6083,-122.03215
633884,1569949829,1569954621,1.33,1,1,1,Camino,38.74426,-120.64986
633885,1569949829,1569960023,2.83,1,3,3,Rough and Ready,39.23089,-121.15236000000002
633886,1569949829,1569973221,6.5,1,4,4,Occidental,38.38715,-122.97488
633887,1569949829,1569952233,0.67,1,1,1,San Francisco,37.74032,-122.49797
633888,1569949829,1569970224,5.67,1,1,1,Oakland,37.83546,-122.22186
633889,1569949829,1569949829,0.0,1,1,1,Merced,37.30767,-120.46987
633890,1569949829,1569967836,5.0,1,1,1,Forest Ranch,40.11206,-121.46652
633891,1569949829,1569971424,6.0,1,1,1,Rough and Ready,39.21249,-121.14529
633892,1569950417,1569954621,1.17,1,1,1,Fremont,37.56048,-121.99878
633893,1569950417,1569962421,3.33,1,22,22,Sunnyvale,37.35501,-122.02688
633894,1569950417,1569953462,0.85,1,1,1,Walnut Creek,37.88173,-122.06065
633895,1569950417,1569958839,2.34,1,1,1,Santa Cruz,36.96123,-122.0431
633897,1569950417,1569961233,3.0,1,1,1,Montgomery Creek,40.91394,-121.94589
633899,1569950417,1569951616,0.33,1,1,1,Bakersfield,35.64876,-118.84143
633900,1569950417,1569954621,1.17,1,1,1,Auberry,37.09187,-119.51418
633902,1569950417,1569960023,2.67,1,1,1,San Bruno,37.62565,-122.4407
633903,1569951021,1569987614,10.16,1,28,28,Oakland,37.84959,-122.21253
633904,1569951021,1569963019,3.33,1,28,28,Los Altos,37.38186,-122.10735
633905,1569951021,1569956437,1.5,1,1,1,Watsonville,36.93339,-121.76335
633906,1569951021,1569957630,1.84,1,2,2,Oakdale,37.72428,-120.72627
633908,1569951021,1569951021,0.0,1,3,3,Diamond Springs,38.6856,-120.80878
633910,1569951021,1569957630,1.84,1,35,35,San Francisco,37.72475,-122.41436000000002
633911,1569951021,1569963629,3.5,1,1,1,Saratoga,37.28598,-122.01398
633912,1569951021,1569954055,0.84,1,1,1,Campbell,37.29407,-121.94072
633913,1569951021,1569956437,1.5,1,1,1,Berkeley,37.89092,-122.27681
633914,1569951021,1569965440,4.01,1,2,2,Grizzly Flats,38.62926,-120.53545
633917,1569951021,1569955253,1.18,1,1,1,Fresno,36.77444000000001,-119.76961
633918,1569951616,1569952839,0.34,1,102,102,Oakland,37.81398,-122.26352
633920,1569951616,1569954621,0.83,1,1,1,Squaw Valley,36.68242,-119.18556
633933,1569951616,1569957630,1.67,1,1,1,San Luis Obispo,35.30441,-120.77233
633934,1569951616,1569951616,0.0,1,1,1,Nicolaus,38.87641,-121.61285
633935,1569951616,1569951616,0.0,1,1,1,Nicolaus,38.85345,-121.62711000000002
633936,1569951616,1569958225,1.84,1,2,96,Nicolaus,38.87117,-121.60683
633937,1569951616,1569951616,0.0,1,1,1,Nicolaus,38.84983,-121.6283
633938,1569951616,1569951616,0.0,1,1,1,Nicolaus,38.82519,-121.63851
633939,1569951616,1569966613,4.17,1,1,1,Fresno,36.80194,-119.76819
633940,1569951616,1569973221,6.0,1,1,1,Vallejo,38.10863,-122.23096
633941,1569951616,1569951616,0.0,1,1,1,Nicolaus,38.82153,-121.63891
633942,1569951616,1569953462,0.51,1,1,1,Auberry,37.09249000000001,-119.52935
633943,1569951616,1569963019,3.17,1,8,8,Kentfield,37.94216,-122.54966
633944,1569952233,1569954621,0.66,1,2,2,Tollhouse,36.96123,-119.38518
633945,1569952233,1569959424,2.0,1,2,2,Lafayette,37.90364,-122.16287
633946,1569952233,1569954621,0.66,1,1,1,Stockton,38.03746,-121.3368
633947,1569952233,1569953462,0.34,1,1,1,Campbell,37.2844,-121.94634
633948,1569952233,1569962421,2.83,1,3,3,Diamond Springs,38.70868,-120.85346
633949,1569952233,1569952839,0.17,1,1,1,Shingletown,40.48364,-121.88148
633950,1569952233,1569972627,5.67,1,1,1,South San Francisco,37.65995,-122.38797
633951,1569952233,1569957630,1.5,1,1,1,San Francisco,37.79423,-122.43607
633952,1569952233,1569956437,1.17,1,1,1,Santa Ynez,34.6023,-120.111
633953,1569952839,1569953462,0.17,1,12,12,Cutten,40.76593,-124.14059
633954,1569952839,1569967836,4.17,1,1,1,Belmont,37.51684,-122.29621000000002
633955,1569952839,1569963019,2.83,1,1,1,San Jose,37.30495,-122.02865
633956,1569952839,1569954621,0.49,1,1,1,Georgetown,38.88475,-120.84259
633957,1569952839,1569957023,1.16,1,1,1,San Carlos,37.50945,-122.26373999999998
633958,1569952839,1569964818,3.33,1,3,3,Day Valley,36.99306,-121.8141
633959,1569952839,1569955842,0.83,1,1,1,Shingletown,40.4935,-121.87539
633960,1569952839,1569964818,3.33,1,6,6,Corralitos,36.99301,-121.81412
633961,1569952839,1569957630,1.33,1,1,1,San Rafael,37.97896,-122.52232
633962,1569953462,1569983422,8.32,1,1,15,San Mateo,37.54962,-122.33508
633963,1569953462,1569954055,0.16,1,1,1,Orange Cove,36.60281,-119.31119
633964,1569953462,1570013423,16.66,1,1,2,Fremont,37.57104,-121.98453
633965,1569953462,1569984016,8.49,1,1,1,Buttonwillow,35.32583,-119.35054
633966,1569953462,1569955842,0.66,1,1,1,Tollhouse,36.96646,-119.38154
633967,1569953462,1569963019,2.65,1,1,1,Oakley,37.9885,-121.72238
633968,1569953462,1569963629,2.82,1,1,1,Santa Rosa,38.36951,-122.75603
633970,1569953462,1569967246,3.83,1,1,2,Salinas,36.59884,-121.74839
633971,1569953462,1569976824,6.49,1,5,5,Paradise,39.66681,-121.73548999999998
633972,1569953462,1569969014,4.32,1,1,1,Oroville,39.53287,-121.56963
633973,1569953462,1569957023,0.99,1,1,1,Myrtletown,40.79027,-124.13279
633974,1569953462,1569965440,3.33,1,1,1,Madera,37.10963,-119.97212
633975,1569953462,1569953462,0.0,1,1,1,Rough and Ready,39.22797,-121.16254
633976,1569953462,1569954621,0.32,1,2,2,Squaw Valley,36.68733,-119.19347
