outage,earliest,latest,possible_duration_hours,probably_ended,min_estCustAffected,max_estCustAffected,region,latitude,longitude
712663,1574438460,1574452839,3.99,1,2,2,Browns Valley,39.22769,-121.39598
712666,1574438460,1574442626,1.16,1,122,520,Gilroy,37.00714,-121.55691000000002
712671,1574438460,1574461835,6.49,1,12,12,Westport,39.71138,-123.80268
712672,1574438460,1574439637,0.33,1,1,1,Fresno,36.84549000000001,-119.73806
712673,1574438460,1574440830,0.66,1,1,1,San Francisco,37.70926,-122.45354
712674,1574439027,1574446819,2.16,1,1,1,Squaw Valley,36.76355,-119.24824
712675,1574439027,1574446245,2.0,1,1,1,Clarksburg,38.45259,-121.55353
712678,1574439027,1574458230,5.33,1,6,6,Campbell,37.26626,-121.95455
712679,1574439027,1574439027,0.0,1,143,143,Linden,37.98513,-121.09491
712680,1574439027,1574443852,1.34,1,1,1,Alamo,37.85494,-122.00041
712681,1574439027,1574458230,5.33,1,276,276,Richmond,37.91237,-122.34306
712682,1574439027,1574459421,5.67,1,1,1,Ferndale,40.45199,-124.26685
712683,1574439027,1574447432,2.33,1,1,1,Mountain View,37.40683,-122.10913
712684,1574439027,1574441418,0.66,1,1,1,San Francisco,37.75968,-122.40322
712685,1574439637,1574441418,0.49,1,1,1,Whitmore,40.61425,-121.94506
712686,1574439637,1574443852,1.17,1,1,1,San Jose,37.3009,-122.03017
712688,1574439637,1574456436,4.67,1,31,31,Stockton,37.98237,-121.31884
712689,1574439637,1574440223,0.16,1,14,14,Colfax,39.04864,-121.00365
712690,1574439637,1574451038,3.17,1,1,1,West Sacramento,38.56321,-121.58119
712691,1574439637,1574472020,9.0,1,1,1,Vacaville,38.36654,-121.95899
712692,1574439637,1574446819,2.0,1,1,1,San Jose,37.30254,-121.92355
712693,1574439637,1574455218,4.33,1,7,7,Franklin,37.3243,-120.52747
712694,1574439637,1574466622,7.5,1,5,5,Atascadero,35.48738,-120.67735
712695,1574439637,1574442626,0.83,1,1,1,Hayward,37.61901,-122.05758
712696,1574439637,1574452839,3.67,1,1,1,Squaw Valley,36.72701,-119.23465
712697,1574440223,1574456436,4.5,1,26,26,Newcastle,38.8228,-121.09905
712698,1574440223,1574443223,0.83,1,291,291,Upper Lake,39.15859,-122.98899
712699,1574440223,1574449819,2.67,1,12,12,Hayward,37.62961,-122.05085
712700,1574440223,1574447432,2.0,1,26,26,Pismo Beach,35.13807,-120.63891
712701,1574440223,1574443223,0.83,1,1,1,Red Bluff,40.16761,-122.25518999999998
712702,1574440223,1574459421,5.33,1,7,7,Fresno,36.88904,-119.73019
712703,1574440223,1574448621,2.33,1,1,1,Clarksburg,38.38396,-121.52228999999998
712704,1574440223,1574461835,6.0,1,4,4,Auburn,38.96709,-121.02702
712705,1574440223,1574442039,0.5,1,1,1,Fresno,36.74236,-119.74716
712706,1574440223,1574448621,2.33,1,2,2,Anderson,40.4315,-122.41864
712707,1574440223,1574448032,2.17,1,1,1,San Lorenzo,37.66687,-122.13761
712708,1574440223,1574440830,0.17,1,1,1,San Francisco,37.73153,-122.37787
712709,1574440223,1574442626,0.67,1,1,1,Sunnyvale,37.39024000000001,-122.00078
712710,1574440223,1574443852,1.01,1,1,1,Fresno,36.74653,-119.83563999999998
712711,1574440223,1574455218,4.17,1,16,16,Grass Valley,39.19821,-121.022
712712,1574440223,1574443852,1.01,1,1,1,San Francisco,37.78085,-122.48382
712713,1574440830,1574444427,1.0,1,1,1,Lodi,38.06757,-121.25929
712714,1574440830,1574440830,0.0,1,12,12,Healdsburg,38.61948,-122.9253
712715,1574440830,1574450414,2.66,1,1,1,Penryn,38.84245,-121.14537
712716,1574440830,1574446819,1.66,1,1,1,Pinole,38.00323,-122.29803
712717,1574440830,1574440830,0.0,1,1,1,Healdsburg,38.63076,-122.91864
712718,1574440830,1574440830,0.0,1,1,1,Healdsburg,38.63266,-122.93872
712719,1574440830,1574456436,4.33,1,4,4,Salinas,36.66371,-121.54022
712720,1574440830,1574450414,2.66,1,1,3,Dunnigan,38.86865,-121.93703
712721,1574440830,1574466622,7.16,1,9,26,Benicia,38.05705,-122.15483
712722,1574440830,1574441418,0.16,1,38,38,Santa Rosa,38.48069,-122.74125
712723,1574440830,1574451626,3.0,1,5,5,Colfax,39.04072,-120.96851
712724,1574440830,1574442626,0.5,1,3,3,Larkfield-Wikiup,38.49689,-122.74492
712725,1574440830,1574458839,5.0,1,1,30,Clovis,36.80016,-119.69763
712726,1574440830,1574449270,2.34,1,1,1,Tracy,37.7449,-121.46374
712727,1574440830,1574448032,2.0,1,1,1,San Rafael,38.01023,-122.55845
712728,1574440830,1574444427,1.0,1,1,1,Petaluma,38.275,-122.72406
712729,1574440830,1574444427,1.0,1,1,1,Oakland,37.82353,-122.19131000000002
712730,1574440830,1574557241,32.34,1,10,10,Oroville,39.49447,-121.56564
712731,1574441418,1574465429,6.67,1,68,68,Healdsburg,38.63021,-122.90405
712733,1574441418,1574446245,1.34,1,11,11,Arcata,40.8886,-124.08778999999998
712734,1574441418,1574452839,3.17,1,1,20,East Oakdale,37.78116,-120.77502
712735,1574441418,1574460624,5.33,1,3,3,Santa Rosa,38.38948,-122.77347
712736,1574441418,1574452839,3.17,1,4,4,Healdsburg,38.60145,-122.77588
712737,1574441418,1574445655,1.18,1,1,1,Manteca,37.80029,-121.17239
712738,1574441418,1574443223,0.5,1,1,1,Santa Rosa,38.48678,-122.70932
712739,1574441418,1574458839,4.84,1,1,1,Vacaville,38.34789,-121.96555
712740,1574441418,1574452839,3.17,1,2,2,Sanger,36.74831,-119.53165
712741,1574441418,1574444427,0.84,1,1,1,Grass Valley,39.06328,-121.11229
712742,1574442039,1574443223,0.33,1,1,1,Bonadelle Ranchos-Madera Ranchos,36.92424000000001,-119.86899
712743,1574442039,1574490619,13.49,1,2,2,Saint Helena,38.5099,-122.49972
712744,1574442039,1574452218,2.83,1,2,2,Phoenix Lake,38.01096,-120.29132
712745,1574442039,1574453418,3.16,1,4,4,Oakley,38.00235,-121.75083
712746,1574442039,1574451038,2.5,1,4,4,Felton,37.04158,-122.09051
712747,1574442039,1574461835,5.5,1,1,1,Ripon,37.78361,-121.0726
712748,1574442039,1574445055,0.84,1,1,1,Santa Rosa,38.46041,-122.65798999999998
712749,1574442039,1574450414,2.33,1,1,1,Auberry,37.03602,-119.48664
712750,1574442039,1574452218,2.83,1,2,4,La Grange,37.71895,-120.34425
712751,1574442039,1574457014,4.16,1,3,3,Cottonwood,40.38467,-122.32131
712752,1574442039,1574446245,1.17,1,2,2,Arroyo Grande,35.16165,-120.58635
712753,1574442039,1574448621,1.83,1,6,6,Los Ranchos,35.21089,-120.62203
712754,1574442039,1574444427,0.66,1,2,2,Martinez,38.0181,-122.13128
712755,1574442626,1574490018,13.16,1,20,20,Grizzly Flats,38.6368,-120.53879
712756,1574442626,1574446245,1.01,1,10,10,Pleasant Hill,37.93189,-122.08582
712757,1574442626,1574442626,0.0,1,1,1,Santa Rosa,38.4393,-122.70613
712758,1574442626,1574449270,1.85,1,2,2,Redding,40.68523,-122.31407
712759,1574442626,1574450414,2.16,1,16,16,Santa Rosa,38.49953,-122.67499
712760,1574442626,1574446819,1.16,1,1,1,Grass Valley,39.05325,-121.03424
712761,1574442626,1574455218,3.5,1,1,1,Orosi,36.55324,-119.28477
712762,1574442626,1574442626,0.0,1,9,9,Moss Beach,37.51943,-122.51155
712763,1574442626,1574448621,1.67,1,1,1,Auburn,38.89932,-121.07282
712764,1574442626,1574442626,0.0,1,32,32,Moss Beach,37.52346,-122.50959
712765,1574442626,1574442626,0.0,1,1,1,Moss Beach,37.52305,-122.50986
712766,1574442626,1574538016,26.5,1,14,215,Moss Beach,37.52429,-122.50868
712768,1574442626,1574444427,0.5,1,1,1,San Jose,37.3926,-121.84287
712769,1574442626,1574442626,0.0,1,1,1,Moss Beach,37.51993,-122.512
712770,1574442626,1574442626,0.0,1,1,1,Moss Beach,37.52079000000001,-122.51145
712771,1574442626,1574442626,0.0,1,20,20,Moss Beach,37.52251,-122.51032
712772,1574442626,1574446245,1.01,1,2,2,Plymouth,38.43635,-120.91983
712773,1574442626,1574460079,4.85,1,39,39,San Francisco,37.71197,-122.39978
712774,1574442626,1574445655,0.84,1,5,5,Sutter Creek,38.44489,-120.69099
712775,1574442626,1574457014,4.0,1,3,3,Stockton,38.01364,-121.3377
712776,1574442626,1574451038,2.34,1,58,158,Kentfield,37.95238,-122.5369
712777,1574442626,1574447432,1.33,1,7,7,Murphys,38.122,-120.49607
712778,1574442626,1574442626,0.0,1,93,93,Moss Beach,37.51722,-122.51251
712779,1574442626,1574455218,3.5,1,2,2,Sheridan,39.02591,-121.29575
712780,1574442626,1574457014,4.0,1,15,15,Paso Robles,35.55501,-120.52157
712786,1574442626,1574451626,2.5,1,4,4,Mariposa,37.45474,-119.91181
712787,1574442626,1574450414,2.16,1,6,6,Bakersfield,35.36199999999999,-119.03665
712788,1574442626,1574461223,5.17,1,6,6,Yorkville,38.94635,-123.32112
712789,1574442626,1574457014,4.0,1,7,7,Mono Vista,38.01543,-120.26682
712790,1574442626,1574455218,3.5,1,61,61,Penn Valley,39.20138,-121.21278
712791,1574442626,1574448032,1.5,1,23,23,Lafayette,37.90002,-122.12812
712792,1574442626,1574464813,6.16,1,1,1,Garden Valley,38.83241,-120.87047
712793,1574442626,1574454022,3.17,1,7,7,Concord,37.98455,-121.99799
712794,1574442626,1574443852,0.34,1,4,4,Big Bend,41.01808,-121.90833
712795,1574442626,1574453418,3.0,1,10,10,Livermore,37.70068,-121.7384
712796,1574442626,1574469615,7.5,1,1,1,Healdsburg,38.62988,-122.90359
712797,1574443223,1574461223,5.0,1,13,13,Ferndale,40.59294000000001,-124.20242
712798,1574443223,1574460079,4.68,1,11,11,Ripon,37.74345,-121.11602
712799,1574443223,1574490018,13.0,1,1,1,Mono Vista,38.01555,-120.26679
712801,1574443223,1574447432,1.17,1,1,1,Vallejo,38.07913,-122.22356
712802,1574443223,1574446819,1.0,1,5,5,Tamalpais-Homestead Valley,37.87704,-122.54115
712803,1574443223,1574445655,0.68,1,1,1,Browns Valley,39.22738,-121.37223
712804,1574443223,1574446245,0.84,1,1,1,Anderson,40.46455,-122.30701
712805,1574443223,1574446245,0.84,1,1,1,Oakland,37.76684,-122.16633
712806,1574443223,1574463639,5.67,1,45,45,Berkeley,37.89345,-122.25962
712807,1574443223,1574470212,7.5,1,15,15,Oakland,37.83002000000001,-122.24625
712809,1574443223,1574464813,6.0,1,55,55,Redwood City,37.46593,-122.22205
712810,1574443223,1574466019,6.33,1,3,3,Upper Lake,39.21246,-122.94934
712811,1574443223,1574461223,5.0,1,5,5,Mariposa,37.44612,-119.97351
712814,1574443223,1574452218,2.5,1,31,31,La Grange,37.71934,-120.34625
712815,1574443223,1574470849,7.67,1,48,48,Fresno,36.76874,-119.80736
712816,1574443852,1574449819,1.66,1,1,1,Placerville,38.72834,-120.80132
712817,1574443852,1574449819,1.66,1,1,1,Cloverdale,38.7812,-122.96684
712818,1574443852,1574465429,5.99,1,137,137,Gilroy,36.98894,-121.58243
712820,1574443852,1574448621,1.32,1,1,1,Esparto,38.69469,-122.01448
712821,1574443852,1574449270,1.5,1,1,1,Rio Vista,38.17951,-121.71181
712822,1574443852,1574446245,0.66,1,1,1,Novato,38.10876,-122.59135
712823,1574443852,1574448621,1.32,1,1,1,Bakersfield,35.37035,-119.01705
712824,1574443852,1574443852,0.0,1,10,10,Castro Valley,37.72634,-122.0587
712825,1574443852,1574457014,3.66,1,3,3,Santa Margarita,35.30182,-120.49281
712826,1574443852,1574479227,9.83,1,1,1,Morgan Hill,37.06186,-121.66823
712827,1574443852,1574448621,1.32,1,1,1,Richmond,37.94509,-122.3286
712828,1574443852,1574467268,6.5,1,3,3,Ukiah,39.17258,-123.18658
712829,1574444427,1574450414,1.66,1,4,4,Fremont,37.49517,-121.94835
712830,1574444427,1574448621,1.17,1,1,1,Nicolaus,38.85893,-121.57574
712831,1574444427,1574453418,2.5,1,1,1,Half Moon Bay,37.45785,-122.43773
712832,1574444427,1574455218,3.0,1,1,1,Magalia,39.81104000000001,-121.59415
712833,1574444427,1574457627,3.67,1,44,44,Yuba City,39.11254,-121.69036
712835,1574444427,1574455825,3.17,1,1,1,Truckee,39.31491,-120.32941
712836,1574444427,1574451038,1.84,1,1,1,Pioneer,38.49399,-120.53343
712837,1574444427,1574449819,1.5,1,1,1,Concord,37.98199,-122.02226
712838,1574444427,1574457627,3.67,1,1,1,Firebaugh,36.83617,-120.64048
712839,1574444427,1574445655,0.34,1,1,1,Shingle Springs,38.60986,-120.94878
712840,1574444427,1574446819,0.66,1,2,2,Auberry,37.08149,-119.41124
712841,1574444427,1574454022,2.67,1,7,7,Half Moon Bay,37.45439,-122.4331
712842,1574445055,1574478644,9.33,1,1,1,Los Gatos,37.10928,-121.93628
712843,1574445055,1574457627,3.49,1,11,11,Clearlake Riviera,38.96286,-122.74233
712845,1574445055,1574461223,4.49,1,1,1,Nicolaus,38.86632,-121.56719
712846,1574445055,1574456436,3.16,1,1,112,San Francisco,37.80141,-122.41732
712847,1574445055,1574462418,4.82,1,1,1,Linden,38.01036,-121.09583
712848,1574445055,1574449270,1.17,1,1,1,Butte Valley,39.6586,-121.63044
712849,1574445055,1574446245,0.33,1,1,1,Bakersfield,35.46758,-119.07638
712850,1574445055,1574482222,10.32,1,9,9,Somerset,38.59499,-120.70092
712851,1574445055,1574448032,0.83,1,1,1,Paso Robles,35.6724,-120.68492
712852,1574445055,1574449819,1.32,1,1,1,Grass Valley,39.16135,-121.00857
712853,1574445655,1574459421,3.82,1,1,1,Stockton,38.05975,-121.45834
712854,1574445655,1574458839,3.66,1,197,197,West Menlo Park,37.42555,-122.19326
712855,1574445655,1574479227,9.33,1,67,67,Woodside,37.4262,-122.26641
712856,1574445655,1574449270,1.0,1,1,1,Rio Vista,38.18886,-121.70861
712858,1574445655,1574453418,2.16,1,1,1,Ashland,37.70304,-122.1239
712859,1574445655,1574452839,2.0,1,8,8,Auburn,38.94429,-121.15372
712860,1574445655,1574452839,2.0,1,60,60,Alamo,37.85205,-122.00136
712862,1574445655,1574449270,1.0,1,1,1,Brooktrails,39.43287,-123.38251
712863,1574445655,1574460624,4.16,1,1,1,Auburn Lake Trails,38.8772,-120.99818
712864,1574446245,1574451038,1.33,1,1,1,Richmond,37.96975,-122.33358
712865,1574446245,1574449270,0.84,1,1,1,Bonadelle Ranchos-Madera Ranchos,36.93219000000001,-119.89268
712866,1574446245,1574452839,1.83,1,1,1,Grass Valley,39.14806,-120.94161
712867,1574446245,1574458839,3.5,1,4,4,Lakeport,38.99774,-122.8754
712868,1574446245,1574464813,5.16,1,1,1,Woodland,38.607,-121.84027
712870,1574446819,1574450414,1.0,1,1,1,Fremont,37.543,-122.00103
712871,1574446819,1574458839,3.34,1,1,1,Paradise,39.77435,-121.63131
712872,1574446819,1574452218,1.5,1,1,1,Madera,36.86714,-119.96466
712874,1574446819,1574452839,1.67,1,1,1,Prunedale,36.79844,-121.65169
712875,1574446819,1574451038,1.17,1,1,1,Clovis,36.82013,-119.70913
712876,1574446819,1574460079,3.68,1,21,21,Placerville,38.66068,-120.71162
712877,1574446819,1574461223,4.0,1,1,1,Berkeley,37.8522,-122.28254
712878,1574446819,1574457627,3.0,1,6,6,Santa Rosa,38.4551,-122.80681
712879,1574447432,1574451038,1.0,1,1,1,Oakland,37.80659,-122.20781
712880,1574447432,1574449270,0.51,1,2,2,Saint Helena,38.5109,-122.47681
712881,1574447432,1574449819,0.66,1,1,1,Guerneville,38.51889,-123.0138
712882,1574447432,1574459421,3.33,1,30,30,San Jose,37.33875,-121.83246
712883,1574447432,1574466019,5.16,1,1,1,Vallejo,38.11626,-122.19868999999998
712884,1574447432,1574455825,2.33,1,1,1,Bakersfield,35.55799000000001,-119.19901000000002
712885,1574447432,1574451038,1.0,1,30,30,San Pablo,37.96024,-122.34026
712887,1574447432,1574458839,3.17,1,24,24,Winters,38.53039,-121.98387
712888,1574447432,1574460079,3.51,1,58,58,Redding,40.66387,-122.40069
712892,1574447432,1574451038,1.0,1,1,1,Oakland,37.83553,-122.27471
712894,1574447432,1574447432,0.0,1,1,1,Fremont,37.46528,-121.932
712897,1574447432,1574447432,0.0,1,4,4,Placerville,38.72529,-120.83676
712898,1574447432,1574458839,3.17,1,1,1,Georgetown,38.92985,-120.88089
712899,1574447432,1574452839,1.5,1,1,1,Bakersfield,35.34970999999999,-119.07383
712900,1574447432,1574489414,11.66,1,1,1,Boulder Creek,37.13556,-122.14299
712901,1574447432,1574460079,3.51,1,1,2,Carmel,36.54477,-121.88471
712902,1574447432,1574450414,0.83,1,1,1,San Francisco,37.72906,-122.4353
712903,1574448032,1574488215,11.16,1,1,1,Gridley,39.35933,-121.65144
712904,1574448032,1574499616,14.33,1,1,1,Morgan Hill,37.15694000000001,-121.66155
712905,1574448032,1574452218,1.16,1,1,1,Hayward,37.61851,-122.10251
712908,1574448032,1574452839,1.34,1,1,1,Burlingame,37.58061,-122.34948
712909,1574448621,1574502031,14.84,1,1,6,Bakersfield,35.52945,-119.20475
712914,1574449270,1574522417,20.32,1,1,1,Shingle Springs,38.61496,-120.94301000000002
712915,1574449270,1574467268,5.0,1,7,7,Lost Hills,35.64497,-119.71491
712916,1574449270,1574452218,0.82,1,1,1,Meridian,39.10742,-121.89307
712917,1574449270,1574455825,1.82,1,1,1,Bella Vista,40.82474000000001,-121.94712
712918,1574449270,1574457627,2.32,1,1,1,Clearlake Riviera,38.95916,-122.71319
712919,1574449270,1574452218,0.82,1,1,1,Shingle Springs,38.60931,-120.94908
712920,1574449270,1574452839,0.99,1,1,1,Madera,36.96259000000001,-120.05941
712921,1574449270,1574452218,0.82,1,1,98,Lafayette,37.88856,-122.10407
712922,1574449270,1574455825,1.82,1,1,1,Berkeley,37.86509,-122.25823
712923,1574449819,1574451038,0.34,1,100,100,Kentfield,37.95238,-122.5369
712924,1574449819,1574450414,0.17,1,1,1,Napa,38.30691,-122.29805
712925,1574449819,1574452839,0.84,1,1,1,Squaw Valley,36.73109,-119.23541000000002
712926,1574449819,1574455825,1.67,1,10,10,Half Moon Bay,37.45883,-122.43784
712927,1574449819,1574452218,0.67,1,1,1,Clovis,36.81616,-119.72176
712928,1574449819,1574451038,0.34,1,11,11,Clovis,36.8205,-119.70841
712929,1574449819,1574455825,1.67,1,1,1,Orland,39.72577,-122.02139
712930,1574449819,1574467827,5.0,1,1,1,Paso Robles,35.68365,-120.73783
712931,1574449819,1574449819,0.0,1,2,2,Colfax,39.03757,-120.95831
712932,1574450414,1574461223,3.0,1,1,1,Grass Valley,39.14646,-121.12284
712933,1574450414,1574457014,1.83,1,10,10,Fairfax,37.97542,-122.60386
712934,1574450414,1574454022,1.0,1,1,1,Berkeley,37.87996,-122.25707
712935,1574450414,1574457014,1.83,1,1,1,Selma,36.5663,-119.70005
712937,1574450414,1574451038,0.17,1,3,3,Shingletown,40.52496,-121.75392
712938,1574450414,1574454022,1.0,1,1,1,Richmond,37.95995,-122.29911
712939,1574450414,1574458230,2.17,1,1,1,San Jose,37.32557,-121.90875
712940,1574451038,1574452218,0.33,1,1,1,Bakersfield,35.40114000000001,-118.9413
712941,1574451038,1574467268,4.51,1,1,1,Creston,35.48287,-120.57531000000002
712942,1574451038,1574455825,1.33,1,1,1,San Jose,37.29665,-122.02328
712943,1574451038,1574469615,5.16,1,2,2,Saint Helena,38.5109,-122.47681
712944,1574451038,1574451038,0.0,1,1,1,Shingle Springs,38.61184,-120.95098
712945,1574451038,1574452839,0.5,1,2,2,Auberry,37.08058,-119.42756
712946,1574451038,1574456436,1.5,1,1,1,Newman,37.28892000000001,-121.03209
712947,1574451038,1574451038,0.0,1,84,84,San Francisco,37.76735,-122.43719
712948,1574451038,1574463042,3.33,1,1,1,King City,36.1924,-121.08581
712949,1574451038,1574454022,0.83,1,1,1,Kennedy,37.93602,-121.23894
712950,1574451038,1574455218,1.16,1,1,1,San Anselmo,37.97996,-122.55916
712951,1574451626,1574517029,18.17,1,1,1,Gilroy,37.05177,-121.5433
712952,1574451626,1574454022,0.67,1,1,1,Richmond,37.93734,-122.37039
712953,1574451626,1574454022,0.67,1,1,1,Orland,39.65326,-122.19894
712954,1574451626,1574490619,10.83,1,1,1,Grizzly Flats,38.64408,-120.51371
712955,1574451626,1574455825,1.17,1,1,1,Antioch,38.00311,-121.7967
712956,1574452218,1574462418,2.83,1,1,1,Stockton,37.9646,-121.30188
712958,1574452218,1574460079,2.18,1,9,9,Middletown,38.76352,-122.61328
712959,1574452218,1574459421,2.0,1,1,1,San Leandro,37.69999,-122.16461
712960,1574452218,1574460079,2.18,1,1,1,Orinda,37.87236,-122.17781
712961,1574452218,1574461223,2.5,1,1,1,Vallejo,38.15455,-122.26449
712962,1574452218,1574456436,1.17,1,1,1,Vallejo,38.12048,-122.25374
712963,1574452218,1574454022,0.5,1,1,1,Portola Valley,37.38151,-122.20341
712964,1574452839,1574452839,0.0,1,1,1,Bakersfield,35.34746,-118.87717
712965,1574452839,1574459421,1.83,1,1,1,Whitley Gardens,35.66601,-120.50982
712966,1574452839,1574457014,1.16,1,1,1,Davis,38.54718,-121.73649
712967,1574452839,1574474437,6.0,1,1,1,Santa Rosa,38.50149,-122.67498
712969,1574452839,1574470849,5.0,1,1,3,Winton,37.38806,-120.64305
712970,1574452839,1574458230,1.5,1,1,1,Sanger,36.72996,-119.53827
712971,1574452839,1574458230,1.5,1,1,1,Stockton,37.93993,-121.28291000000002
712972,1574453418,1574455218,0.5,1,1,1,Red Bluff,40.16394,-122.24573
712973,1574453418,1574467827,4.0,1,2,2,Nevada City,39.38402,-121.02927
712974,1574453418,1574461835,2.34,1,1,1,Lagunitas-Forest Knolls,38.00801,-122.70001
712975,1574453418,1574472635,5.34,1,1,1,San Francisco,37.77073,-122.44817
712976,1574453418,1574455825,0.67,1,2,2,Badger,36.63452,-119.00567
712977,1574453418,1574458839,1.51,1,1,1,Pleasant Hill,37.97191,-122.09981
712979,1574453418,1574455825,0.67,1,1,1,San Carlos,37.49354,-122.27562
712980,1574453418,1574458230,1.34,1,1,1,Del Monte Forest,36.59229000000001,-121.95844
712981,1574453418,1574482846,8.17,1,1,1,Georgetown,38.92979,-120.88132
712982,1574454022,1574464813,3.0,1,92,92,San Jose,37.40539,-121.87702
712983,1574454022,1574472020,5.0,1,1,1,Saratoga,37.28933,-122.00003999999998
712984,1574454022,1574455825,0.5,1,1,1,Cottonwood,40.3885,-122.27611
712985,1574454022,1574471425,4.83,1,1,1,Pacifica,37.64823,-122.49002
712986,1574454022,1574464230,2.84,1,1,1,Castro Valley,37.68248,-122.08058
712987,1574454022,1574455825,0.5,1,1,1,Loma Rica,39.29339,-121.40197
712988,1574454022,1574455218,0.33,1,1,1,McKinleyville,40.93722,-124.08901000000002
712989,1574454649,1574457014,0.66,1,1,1,Novato,38.08791,-122.58426
712990,1574454649,1574455825,0.33,1,5,5,Deer Park,38.52152,-122.46866
712991,1574454649,1574455218,0.16,1,1,1,Fresno,36.74457,-119.7572
712992,1574455218,1574457014,0.5,1,1,1,Fresno,36.73398,-119.75759
712993,1574455218,1574470849,4.34,1,1,1,San Jose,37.3982,-121.897
712994,1574455218,1574457627,0.67,1,1,1,Mariposa,37.49014,-119.7205
712995,1574455218,1574467827,3.5,1,1,1,San Jose,37.24955,-121.81682
712996,1574455825,1574457627,0.5,1,1,1,North Lakeport,39.06404000000001,-122.93086
712997,1574455825,1574455825,0.0,1,1,1,Sea Ranch,38.76227,-123.51393
712998,1574455825,1574456436,0.17,1,1,1,Sea Ranch,38.69644,-123.42604
712999,1574456436,1574459421,0.83,1,1,1,Petaluma,38.22629000000001,-122.64212
713000,1574456436,1574464813,2.33,1,1,2,Bakersfield,35.24875,-119.02147
713001,1574456436,1574460624,1.16,1,5,5,Los Gatos,37.11324000000001,-121.99938
713002,1574456436,1574457627,0.33,1,1,1,San Francisco,37.76269,-122.396
713003,1574456436,1574460624,1.16,1,1,1,Los Gatos,37.12167,-122.00011
713004,1574456436,1574463042,1.83,1,1,1,Lagunitas-Forest Knolls,38.00816,-122.70208
713005,1574456436,1574458230,0.5,1,1,1,El Granada,37.50034,-122.45985
713006,1574456436,1574466019,2.66,1,1,1,Oakland,37.83603,-122.2623
713007,1574456436,1574459421,0.83,1,2,2,Bakersfield,35.38036,-119.03572
713008,1574457014,1574461835,1.34,1,1,1,El Cerrito,37.90188,-122.2904
713009,1574457014,1574464813,2.17,1,1,1,Bakersfield,35.37779000000001,-118.94581
713010,1574457014,1574461835,1.34,1,1,1,Oakland,37.76989,-122.21187
713011,1574457014,1574457627,0.17,1,1,1,San Jose,37.3031,-121.96528
713012,1574457014,1574460624,1.0,1,1,1,Los Gatos,37.1166,-122.00054
713013,1574457014,1574458230,0.34,1,1,1,Fresno,36.7157,-119.79019
713014,1574457014,1574460624,1.0,1,1,1,Oakland,37.81362,-122.27981
713015,1574457014,1574463042,1.67,1,1,1,Philo,39.14019,-123.51684
713016,1574457014,1574467268,2.85,1,1,1,Cupertino,37.32145,-122.015
713018,1574457627,1574467268,2.68,1,1,1,San Francisco,37.725,-122.41991000000002
713019,1574457627,1574460624,0.83,1,1,1,Los Gatos,37.12169,-121.99962
713021,1574457627,1574460624,0.83,1,1,1,Los Gatos,37.11529,-122.00021
713022,1574457627,1574461835,1.17,1,1,1,Napa,38.28585,-122.32865
713023,1574457627,1574470212,3.5,1,1,1,Santa Maria,34.97233,-120.42973
713024,1574458230,1574466622,2.33,1,1,1,Saratoga,37.24509000000001,-122.03184
713025,1574458230,1574461223,0.83,1,1,1,Larkspur,37.95449,-122.52277
713026,1574458230,1574542821,23.5,1,1,1,Montara,37.53872,-122.49272
713027,1574458230,1574458839,0.17,1,1,1,Shingle Springs,38.60768,-120.94882
713028,1574458230,1574466019,2.16,1,1,1,Garberville,40.12074000000001,-123.974
713029,1574458230,1574460079,0.51,1,1,1,Yuba City,39.13698,-121.6103
713030,1574458230,1574476816,5.16,1,1,1,Lanare,36.43789,-119.94753
713031,1574458230,1574461835,1.0,1,1,1,Boulder Creek,37.18625,-122.14222
713032,1574458839,1574464813,1.66,1,1,1,Bonadelle Ranchos-Madera Ranchos,36.92353,-119.87958
713033,1574458839,1574464813,1.66,1,1,1,Merced,37.30184000000001,-120.56838
713034,1574458839,1574460079,0.34,1,45,45,Ripon,37.74481,-121.1146
713036,1574458839,1574464813,1.66,1,1,1,Red Bluff,40.08421,-122.22823
713038,1574458839,1574460079,0.34,1,1,1,Soledad,36.42675,-121.32758
713039,1574459421,1574463042,1.01,1,1,1,Montgomery Creek,40.98406,-121.97048999999998
713040,1574459421,1574461223,0.5,1,1,1,Walnut Creek,37.93225,-122.06322
713041,1574459421,1574464813,1.5,1,1,1,Newcastle,38.89271,-121.17068
713042,1574459421,1574461835,0.67,1,1,1,Newark,37.52746,-122.04127
713043,1574459421,1574459421,0.0,1,1,1,Nevada City,39.2867,-120.94523999999998
713044,1574459421,1574460624,0.33,1,1,1,Paso Robles,35.55843,-120.51534
713045,1574459421,1574460624,0.33,1,1,1,Los Gatos,37.11833,-122.00096
713046,1574459421,1574463639,1.17,1,6,6,Artois,39.65326,-122.19709
713047,1574459421,1574463042,1.01,1,1,1,Reedley,36.66321,-119.33153
713048,1574459421,1574461835,0.67,1,1,1,Yuba City,39.06956,-121.65687
713050,1574460079,1574521841,17.16,1,9,26,Fairfield,38.26491,-122.04028999999998
713051,1574460079,1574469032,2.49,1,1,1,Willits,39.40864000000001,-123.35144
713052,1574460079,1574462418,0.65,1,1,1,Oakland,37.78937,-122.20255
713053,1574460079,1574478071,5.0,1,1,1,Marysville,39.1614,-121.54422
713054,1574460079,1574466019,1.65,1,1,1,Geyserville,38.77228,-122.95378999999998
